Flow Duration,Fwd IAT Mean,Bwd IAT Mean,Fwd IAT Std,Bwd IAT Std,SYN Flag Count,ACK Flag Count,Label
9705,2310.25,3208.666666666667,1376.083663880943,1953.0786807840932,2,8,0
12506,3027.25,4131.333333333333,1375.8576416184924,2744.256608506816,2,8,0
11635,2831.0,3840.0,1178.5833303872353,1478.7416948202956,2,8,0
14336,3381.25,4740.333333333333,2208.1338085964508,3657.3467614287456,2,8,0
12579,2956.5,4154.333333333333,1813.5204253973357,2673.149702753913,2,8,0
11384,2777.5,3750.333333333333,1033.3313440841068,2154.11172721689,2,8,0
11770,2684.25,3837.333333333333,1762.3231589769982,3229.3987572508495,2,8,0
14342,3325.0,4739.333333333333,2219.817860396058,2367.44088275364,2,8,0
6606,1569.0,2176.3333333333335,755.0421621781572,1673.9015303575457,2,8,0
12248,2980.75,4025.666666666667,1161.96912609587,2632.8420638795133,2,8,0
12812,3110.25,4225.666666666667,1419.1394986634214,2158.2162387799176,2,8,0
12527,3053.0,4142.666666666667,1983.186829322946,3214.0566786124564,2,8,0
12050,2884.5,3977.6666666666665,2010.3496379154215,3715.2149780777604,2,8,0
12457,2854.75,4109.333333333334,1558.5615964728504,3846.3033335052155,2,8,0
10967,2622.75,3618.666666666667,1649.6776200215604,2935.3741385611024,2,8,0
12135,2871.5,4006.0,1446.3449335019177,2623.217108818864,2,8,0
13690,3014.0,4522.333333333333,2562.0701265448088,2130.5056520303656,2,8,0
11784,2750.5,3895.666666666667,1322.2577913049583,3304.7847635410894,2,8,0
12714,3032.0,4194.0,1632.6947050811427,2785.1755779483633,2,8,0
13038,3016.0,4284.333333333333,1708.5270459277683,3632.7474909953944,2,8,0
7680,1838.5,2535.6666666666665,880.632537819644,1669.285575727932,2,8,0
12056,2643.0,3986.0,977.7446837833825,2340.4527339811843,2,8,0
18258,4482.75,6046.0,3344.420864165673,4817.433341521188,2,8,0
22337,5412.0,7408.333333333334,3800.6942348295615,6283.918867500864,2,8,0
15163,3621.25,5019.333333333333,1571.2000456126946,3162.5110803494954,2,8,0
10669,2541.75,3520.666666666667,1697.2335087822576,3006.8944666105817,2,8,0
12071,2926.0,3985.0,1594.5270981286792,2641.4895419062327,2,8,0
12855,2994.0,4249.333333333333,1547.3583941672982,3039.4681003973924,2,8,0
13695,3141.0,4521.0,1680.7036224946582,3330.5055171850413,2,8,0
13093,2944.5,4332.333333333333,1488.047154270769,2419.687238742506,2,8,0
15628,3798.5,5170.333333333333,1713.7239178661966,3257.621269167632,2,8,0
12696,2990.5,4160.333333333333,2113.6124684214624,2717.7281566288657,2,8,0
12446,3013.25,4116.333333333333,1427.1660438318545,2536.211610519385,2,8,0
11297,2696.5,3732.0,1842.2635533495202,3085.8924154934502,2,8,0
10856,2537.5,3577.666666666667,1775.1177425737144,2672.6094614315302,2,8,0
11700,2761.75,3856.666666666667,1237.3294832016247,1925.6459522283253,2,8,0
13287,3208.5,4390.333333333333,1552.2777887135194,2872.736906389677,2,8,0
12912,2994.75,4263.0,1949.5160724309678,3155.9890684221327,2,8,0
12039,2929.5,3968.6666666666665,1076.3495404994296,1559.5256757531545,2,8,0
11340,2499.75,3741.333333333333,1281.3509472427918,2794.0179550842786,2,8,0
17419,4146.5,5768.0,2293.3616519569405,3687.892216429325,2,8,0
11890,2764.0,3926.333333333333,1659.5975415744626,3169.9793900486693,2,8,0
12589,2968.0,4160.333333333333,1400.7200529251613,3451.1172587052633,2,8,0
10016,2357.0,3301.333333333333,1491.4406905181759,2861.3399541706563,2,8,0
11031,2571.0,3639.333333333333,1312.1425227466718,2303.4516129785175,2,8,0
12031,2737.75,3970.333333333333,1225.4823200139065,2420.821417067631,2,8,0
14201,3343.5,4692.666666666666,2452.735683544669,3967.43271314503,2,8,0
10138,2322.25,3341.333333333333,1080.10844362962,2507.768397068065,2,8,0
6534,1546.5,2146.3333333333335,513.3767297673967,1494.4729282704768,2,8,0
12223,2869.25,3855.666666666667,1357.8027286760032,2736.4839362461703,2,8,0
9112,2172.75,2999.0,958.7639177607801,2019.3209254598437,2,8,0
11546,2783.25,3766.666666666667,1624.9669483818227,2225.1346775719744,2,8,0
10839,2607.75,3571.0,1005.6693873568324,2257.5480061340886,2,8,0
17467,4247.75,5784.0,2381.644162478238,3099.299759623131,2,8,0
14519,3498.0,4790.0,816.5316895258873,2880.6594731068094,2,8,0
11985,2811.0,3954.666666666667,1475.5252172249266,2662.0641114243163,2,8,0
16138,3941.75,5302.666666666667,2454.1429427263065,3961.2829150836137,2,8,0
10457,2475.25,3446.333333333333,1288.6120116880281,2205.1415676398947,2,8,0
18846,4581.0,6062.0,3566.108149416298,5075.223443356952,2,8,0
13729,3324.25,4537.0,1525.718273469909,2625.6121191067045,2,8,0
15129,3623.0,5005.333333333333,1357.6202218097176,3525.022884086475,2,8,0
11713,2767.25,3858.0,1486.0377686990328,2295.8360133075707,2,8,0
86296,21467.25,28721.0,38795.648238558926,45780.98538694859,2,8,0
12852,3086.0,4241.666666666667,2112.752549006469,3597.28138089493,2,8,0
12863,3127.0,4256.0,1268.51172639436,2159.667335494057,2,8,0
24940,6044.0,8143.333333333333,5611.935376201927,8915.781308070164,2,8,0
13181,3147.5,4321.333333333333,1918.7017312061125,3218.9784611477803,2,8,0
15687,3818.5,5181.666666666667,2940.986965855737,2668.2101366521592,2,8,0
17141,4105.0,5673.333333333334,2875.7270385069583,4669.170197511902,2,8,0
10805,2624.75,3524.3333333333335,1056.9394101208766,1189.6303347398862,2,8,0
17586,4084.0,5823.333333333334,2431.7846670021313,5353.546239020761,2,8,0
13680,3308.25,4515.333333333333,1424.342743162614,1844.7456012505718,2,8,0
16973,4157.25,5516.333333333333,2001.4728535089687,3231.559582203821,2,8,0
29123,6996.0,9667.0,6992.727078901335,9550.781172239263,2,8,0
7640,1762.25,2508.0,1445.7838416121085,2532.5475316368693,2,8,0
21000,5062.75,6968.333333333333,2508.291234419693,4430.1135801842975,2,8,0
12673,3029.75,4183.333333333333,1557.266274597893,3768.7182613367813,2,8,0
15355,3671.25,5080.0,1586.0292924995638,2890.4733176419395,2,8,0
15212,3456.75,5034.666666666667,1670.11723640388,1520.0395828179387,2,8,0
12084,2908.75,3927.0,1191.243992639627,2534.981853978446,2,8,0
10585,2556.75,3488.666666666667,1306.7949022959444,1969.5878587494728,2,8,0
16305,3917.0,5359.333333333334,2746.8444926254324,4179.598106676446,2,8,0
11978,2855.0,3954.3333333333335,1153.8200321829513,1847.3316792967455,2,8,0
10639,2515.25,3505.0,1072.9822536587765,1341.7440143335837,2,8,0
12177,2957.75,4019.0,1207.7644292935054,2214.338953277027,2,8,0
14605,3449.25,4827.0,2303.858267486667,2743.241148714418,2,8,0
12849,3129.75,4243.666666666667,1070.389142633027,2380.882259443615,2,8,0
12147,2937.75,4016.666666666667,1265.7386183568865,2394.849751724173,2,8,0
10978,2661.75,3621.0,1301.8349549770123,1821.3338518788914,2,8,0
12245,2960.0,4043.666666666667,1591.399174730631,2726.2579359505467,2,8,0
4465,1041.5,1469.6666666666665,628.3854973925904,1111.427160606278,2,8,0
11019,2524.25,3637.666666666667,1518.0923061526923,3087.3581478884716,2,8,0
14277,3458.25,4720.666666666667,1447.62480751517,3178.3354658269373,2,8,0
11581,2821.75,3819.6666666666665,1029.4909340704917,2213.186466010791,2,8,0
18839,4574.75,6229.0,3291.345760728682,3740.294239762428,2,8,0
12164,2943.75,4006.6666666666665,1104.2123512561643,1709.3344708784566,2,8,0
11493,2722.25,3764.666666666667,1576.2519627267716,2818.100838034958,2,8,0
13395,2974.5,4432.333333333334,4410.091646817936,4214.977382303888,2,8,0
13576,3253.5,4474.333333333333,1946.6882133510749,2883.1774717025887,2,8,0
12640,3050.5,4176.0,1146.0990358603397,2583.9889705646965,2,8,0
11052,2544.5,3650.666666666667,977.0927966848049,2536.3795720146727,2,8,0
11573,2650.25,3817.333333333333,1647.2165158229807,3541.699074361532,2,8,0
11724,2808.0,3853.666666666667,1510.1211871899552,3181.028816803352,2,8,0
12287,2723.5,4040.333333333333,3542.3872835514,2934.5434625054254,2,8,0
9829,2281.0,3242.666666666667,1054.0762148282574,2333.3637378971443,2,8,0
12664,3006.25,4186.666666666667,1383.8126980676732,1333.4711595431427,2,8,0
15381,3577.5,5089.0,1128.2483473656557,3492.9282844055074,2,8,0
29725,7305.25,9862.333333333332,6900.257066467403,9093.452058120356,2,8,0
15573,3729.5,5148.666666666666,2596.43197484548,4061.908459497005,2,8,0
12253,2964.0,4000.333333333333,1327.2799252606815,2472.2346841134104,2,8,0
9077,2160.75,2986.0,713.5317675712366,1827.5798204182493,2,8,0
9873,2222.0,3260.0,1072.9426825324826,2951.9198837366844,2,8,0
12052,2823.75,3955.666666666667,1578.5848884364755,2746.060693672544,2,8,0
13435,3188.75,4446.333333333334,2411.138372221719,3862.819479775535,2,8,0
10843,2526.0,3577.666666666667,1652.0538732135826,3342.199026589131,2,8,0
15281,3233.25,4966.333333333333,2006.2188938398522,2844.528138959665,2,8,0
12336,2996.75,4071.666666666667,1797.5736192619947,2450.555515252273,2,8,0
12425,2890.75,4105.666666666667,1698.181453791084,2958.5121823871764,2,8,0
11252,2725.5,3712.3333333333335,1122.868499276147,2124.234058039117,2,8,0
12397,2905.25,4093.0,1533.8686112789017,2915.2685982598587,2,8,0
14401,3398.0,4762.0,1791.440202741917,3512.011389503172,2,8,0
12757,3022.75,4225.0,1992.8507846800771,3361.272526886209,2,8,0
22972,5625.5,7555.333333333333,4937.020727793906,8607.514410869919,2,8,0
16499,4024.75,5293.666666666666,2927.435894544348,4916.353255547584,2,8,0
11514,2781.5,3740.0,1500.8585320853306,2751.2591662727814,2,8,0
8665,2039.25,2853.333333333333,1017.0874675595343,1935.79966249954,2,8,0
11295,2721.25,3720.666666666667,1221.0960581925294,2261.8208004466965,2,8,0
10096,2428.75,3334.6666666666665,1185.6411416051092,1605.0250257654343,2,8,0
13153,3181.0,4287.0,899.1636855063339,2702.7221462814114,2,8,0
11532,2743.25,3802.666666666667,1346.3752263020885,2247.9159978374046,2,8,0
13283,3172.5,4384.333333333333,1595.111803813973,3318.1763565749984,2,8,0
15143,3575.5,5008.333333333334,2699.272803305858,4488.363213169511,2,8,0
12422,2912.5,4099.333333333333,1330.3056039872943,3063.5550155551855,2,8,0
13753,3279.5,4550.0,2280.8694979473653,4639.015089434394,2,8,0
11094,2599.0,3658.333333333333,1496.8019241035202,2837.0749608237943,2,8,0
11608,2647.0,3828.0,1603.1807966248432,3269.6446290078684,2,8,0
13258,3228.75,4387.0,1445.0364182261983,2815.5083022431313,2,8,0
12346,2722.25,4083.0,2061.0506018371634,4176.383722791765,2,8,0
10146,2438.25,3346.333333333333,1384.2885958739482,2458.570790791539,2,8,0
14907,3502.5,4930.333333333333,1760.5503874262351,3857.3641691358794,2,8,0
24106,5503.25,7996.333333333333,4872.495348039511,7255.565955411978,2,8,0
19049,4556.25,6307.333333333334,2873.826180663449,5975.106052057431,2,8,0
7733,1844.25,2541.6666666666665,726.4077711588719,1439.8383011065282,2,8,0
13351,3013.25,4402.0,1102.769959390141,2314.15016798824,2,8,0
9688,2209.25,3190.666666666667,1155.9317670174134,2504.549726664123,2,8,0
16386,3674.0,5424.666666666667,1735.186637415891,3767.713674542339,2,8,0
13740,3272.25,4544.333333333334,3034.693765439933,4664.832722974462,2,8,0
13770,3135.0,4553.333333333333,1074.9793796471943,2353.52381193251,2,8,0
25409,6195.25,8388.333333333332,6588.16460910523,9053.183436412482,2,8,0
13014,3035.0,4285.333333333334,2024.9493820834139,3824.659113350278,2,8,0
13757,3355.25,4551.333333333333,1301.8375154629193,2861.5513857579654,2,8,0
13612,3301.75,4389.333333333333,1764.3857051865577,3128.99989346969,2,8,0
11569,2763.25,3818.333333333333,1381.258453971112,2646.0828281316767,2,8,0
14165,3409.0,4686.0,1233.9351684752323,2649.6190292191063,2,8,0
14581,3552.25,4820.0,2558.0992129574124,2643.407460078752,2,8,0
10533,2482.25,3473.0,1388.9219740503784,2681.4652710784826,2,8,0
10907,2562.25,3568.666666666667,1511.7489595388074,2900.1441918175956,2,8,0
14129,3421.5,4671.333333333333,1443.5231207015702,2762.057988770933,2,8,0
11493,2792.5,3797.333333333333,1929.5122872546488,3197.2932823457613,2,8,0
11807,2854.0,3895.0,1351.9524153361808,2347.8102563878538,2,8,0
12902,3065.75,4270.0,2068.303552028409,3489.7958393006315,2,8,0
10978,2553.0,3619.666666666667,1154.7574059804365,2184.2409055169105,2,8,0
10358,2453.25,3391.0,1392.9324881941216,2831.477352902544,2,8,0
10561,2524.75,3481.0,1290.8496878671301,2490.4071956208286,2,8,0
12242,2782.0,4049.333333333333,1981.790604478687,3499.680890214611,2,8,0
16722,3977.25,5505.333333333333,1461.8347774857002,2627.8234973706535,2,8,0
10159,2411.25,3355.0,1659.681570864323,2986.9648474664045,2,8,0
11594,2770.5,3824.333333333333,1824.136051212555,3483.887818706758,2,8,0
11066,2491.5,3650.0,853.827656302293,2097.483492187722,2,8,0
10952,2548.0,3619.0,1644.4758030043088,2591.468309665391,2,8,0
